report_name,common_name,m_ori_name,species_name,category,subcategory,status_change,subcategory_change,assessment_id,report_id,species_id,genus,family,order,class,phylum,kingdom,pop_state,pop_size,size_confidence,pop_trend,time_span_years,trend_confidence,qualifiers,bio_status,cd,data_poor,native_resident_living,conservation_dependent,report,report_group,domain,report_group_year,report_group_comprehensive,population_trend
Hornworts and liverworts 2020 (de Lange et al. 2020),Liverwort,NA,Temnoma,Not threatened,Not threatened,No change,No change,120910,1078,3623,Temnoma,Pseudolepicoleaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,NATURAL,MATIND=20000-100000,High,STABLE +/-10%,NA,High,NA,Endemic,NA,NA,TRUE,FALSE,Hornworts and liverworts 2020,Hornworts and liverworts,Land,Hornworts and liverworts (2020),TRUE,Stable
Hornworts and liverworts 2020 (de Lange et al. 2020),Liverwort,NA,Temnoma,Not threatened,Not threatened,No change,No change,120911,1078,3624,Temnoma,Pseudolepicoleaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,NATURAL,MATIND=20000-100000,High,STABLE +/-10%,NA,High,NA,Endemic,NA,NA,TRUE,FALSE,Hornworts and liverworts 2020,Hornworts and liverworts,Land,Hornworts and liverworts (2020),TRUE,Stable
Hornworts and liverworts 2020 (de Lange et al. 2020),Liverwort,NA,Temnoma,Not threatened,Not threatened,No change,No change,120914,1078,3627,Temnoma,Pseudolepicoleaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,NATURAL,MATIND=20000-100000,High,STABLE +/-10%,NA,High,NA,Non-endemic,NA,NA,TRUE,FALSE,Hornworts and liverworts 2020,Hornworts and liverworts,Land,Hornworts and liverworts (2020),TRUE,Stable
Hornworts and liverworts 2020 (de Lange et al. 2020),Liverwort,NA,Temnoma,Data deficient,Data deficient,No change,No change,120912,1078,3626,Temnoma,Pseudolepicoleaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,NA,NA,NA,NA,NA,NA,NA,Endemic,NA,NA,TRUE,FALSE,Hornworts and liverworts 2020,Hornworts and liverworts,Land,Hornworts and liverworts (2020),TRUE,Not available
Hornworts and liverworts 2020 (de Lange et al. 2020),Liverwort,NA,Temnoma,Data deficient,Data deficient,No change,No change,120913,1078,3628,Temnoma,Pseudolepicoleaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,NA,NA,NA,NA,NA,NA,SO,Non-endemic,NA,NA,TRUE,FALSE,Hornworts and liverworts 2020,Hornworts and liverworts,Land,Hornworts and liverworts (2020),TRUE,Not available
Freshwater invertebrates 2018,Mysid shrimp,NA,Tenagomysis,Not threatened,Not threatened,No change,No change,109353,1071,33583,Tenagomysis,Mysidae,Mysida,Malacostraca,Arthropoda,Animalia,NATURAL,MATIND>100000,Medium,STABLE +/-10%,NA,Medium,NA,Endemic,NA,NA,TRUE,FALSE,Freshwater invertebrates 2018,Freshwater invertebrates,Freshwater,Freshwater invertebrates (2018),FALSE,Stable
Freshwater invertebrates 2018,Mysid shrimp,NA,Tenagomysis,Not threatened,Not threatened,No change,No change,109354,1071,33584,Tenagomysis,Mysidae,Mysida,Malacostraca,Arthropoda,Animalia,NATURAL,MATIND>100000,Medium,STABLE +/-10%,NA,Medium,NA,Endemic,NA,NA,TRUE,FALSE,Freshwater invertebrates 2018,Freshwater invertebrates,Freshwater,Freshwater invertebrates (2018),FALSE,Stable
Freshwater invertebrates 2018,Mayfly,NA,Tepakia,Not threatened,Not threatened,No change,No change,109554,1071,13008,Tepakia,Leptophlebiidae,Ephemeroptera,Insecta,Arthropoda,Animalia,NATURAL,MATIND>100000,High,STABLE +/-10%,NA,Medium,NA,Endemic,NA,NA,TRUE,FALSE,Freshwater invertebrates 2018,Freshwater invertebrates,Freshwater,Freshwater invertebrates (2018),FALSE,Stable
Stick insects 2014 (Buckley et al. 2016),NA,NA,Tepakiphasma,Threatened,Nationally critical,No change,No change,38842,39,32442,Tepakiphasma,Phasmatidae,Phasmatodea,Insecta,Arthropoda,Animalia,UNNATURAL,AREA<=1,High,NA,NA,NA,"CD, OL",Endemic,CD,NA,TRUE,TRUE,Stick insects 2014,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Lichens 2018 (de Lange et al. 2018),NA,NA,Tephromela,Not threatened,Not threatened,No change,No change,61904,55,8344,Tephromela,Tephromelataceae,Lecanorales,Lecanoromycetes,Ascomycota,Fungi,NA,NA,NA,NA,NA,NA,SO,Unknown,NA,NA,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Not available
Lichens 2018 (de Lange et al. 2018),Lichen,NA,Tephromela,Data deficient,Data deficient,New listing,New listing,101659,55,40315,Tephromela,Tephromelataceae,Lecanorales,Lecanoromycetes,Ascomycota,Fungi,NA,NA,NA,NA,NA,NA,NA,Endemicity not specified,NA,NA,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Not available
Lichens 2018 (de Lange et al. 2018),Lichen,NA,Tephromela,Data deficient,Data deficient,New listing,New listing,101660,55,40316,Tephromela,Tephromelataceae,Lecanorales,Lecanoromycetes,Ascomycota,Fungi,NA,NA,NA,NA,NA,NA,NA,Endemicity not specified,NA,NA,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Not available
Nematodes 2010: (Yeates et al. 2012),NA,NA,Teratocephalus,Not threatened,Not threatened,NA,NA,21347,26,32937,Teratocephalus,Teratocephalidae,Chromadorida,Chromadorea,Nematoda,Animalia,NA,NA,NA,NA,NA,NA,NA,Endemicity not specified,NA,NA,TRUE,FALSE,Nematodes 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Nematodes 2010: (Yeates et al. 2012),NA,NA,Terranova,Not threatened,Not threatened,NA,NA,21348,26,32938,Terranova,Ascarididae,Ascaridomorpha,Chromadorea,Nematoda,Animalia,NA,NA,NA,NA,NA,NA,NA,Endemicity not specified,NA,NA,TRUE,FALSE,Nematodes 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Nematodes 2010: (Yeates et al. 2012),NA,NA,Terschellingia,Not threatened,Not threatened,NA,NA,21349,26,32939,Terschellingia,Monhysteridae,Monhysterida,Chromadorea,Nematoda,Animalia,NA,NA,NA,NA,NA,NA,DP,Endemicity not specified,NA,DP,TRUE,FALSE,Nematodes 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Nematodes 2010: (Yeates et al. 2012),NA,NA,Tetleyus,Not threatened,Not threatened,NA,NA,21277,26,32940,Tetleyus,Thelastomatidae,Oxyurida,Secernentea,Nematoda,Animalia,NA,NA,NA,NA,NA,NA,NA,Endemicity not specified,NA,NA,TRUE,FALSE,Nematodes 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Nematodes 2010: (Yeates et al. 2012),NA,NA,Tetleyus,Not threatened,Not threatened,NA,NA,21279,26,32941,Tetleyus,Thelastomatidae,Oxyurida,Secernentea,Nematoda,Animalia,NA,NA,NA,NA,NA,NA,NA,Endemicity not specified,NA,NA,TRUE,FALSE,Nematodes 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Nematodes 2010: (Yeates et al. 2012),NA,NA,Tetleyus,Not threatened,Not threatened,NA,NA,21274,26,32942,Tetleyus,Thelastomatidae,Oxyurida,Secernentea,Nematoda,Animalia,NA,NA,NA,NA,NA,NA,NA,Endemicity not specified,NA,NA,TRUE,FALSE,Nematodes 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Nematodes 2010: (Yeates et al. 2012),NA,NA,Tetleyus,Not threatened,Not threatened,NA,NA,21275,26,32943,Tetleyus,Thelastomatidae,Oxyurida,Secernentea,Nematoda,Animalia,NA,NA,NA,NA,NA,NA,NA,Endemicity not specified,NA,NA,TRUE,FALSE,Nematodes 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Vascular plants 2017 (de Lange et al. 2018),NA,NA,Tetrachondra,Threatened,Nationally vulnerable,Neutral,More knowledge,32441,38,7326,Tetrachondra,Tetrachondraceae,Lamiales,Magnoliopsida,Tracheophyta,Plantae,UNNATURAL,AREA<=100,Low,DEC 10-30%,NA,Low,"DP, Sp",Endemic,NA,DP,TRUE,FALSE,Vascular plants 2017,Vascular plants,Land,Vascular plants (2017),TRUE,Decreasing
Hornworts and liverworts 2020 (de Lange et al. 2020),Liverwort,NA,Tetracymbaliella,Not threatened,Not threatened,No change,No change,120783,1078,35570,Tetracymbaliella,Lophocoleaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,NATURAL,MATIND=20000-100000,High,STABLE +/-10%,NA,High,NA,Non-endemic,NA,NA,TRUE,FALSE,Hornworts and liverworts 2020,Hornworts and liverworts,Land,Hornworts and liverworts (2020),TRUE,Stable
Hornworts and liverworts 2020 (de Lange et al. 2020),Liverwort,NA,Tetracymbaliella,Not threatened,Not threatened,No change,No change,120784,1078,35571,Tetracymbaliella,Lophocoleaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,NATURAL,MATIND=20000-100000,High,STABLE +/-10%,NA,High,NA,Non-endemic,NA,NA,TRUE,FALSE,Hornworts and liverworts 2020,Hornworts and liverworts,Land,Hornworts and liverworts (2020),TRUE,Stable
Spiders 2010: (Sirvid et al. 2012),Long-jawed orbweaver spider,NA,Tetragnatha,Data deficient,Data deficient,NA,NA,19951,23,29356,Tetragnatha,Tetragnathidae,Araneae,Arachnida,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,NA,Endemic,NA,NA,TRUE,FALSE,Spiders 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Spiders 2010: (Sirvid et al. 2012),Long-jawed orbweaver spider,NA,Tetragnatha,Data deficient,Data deficient,NA,NA,19950,23,29357,Tetragnatha,Tetragnathidae,Araneae,Arachnida,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,NA,Endemic,NA,NA,TRUE,FALSE,Spiders 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Spiders 2010: (Sirvid et al. 2012),Long-jawed orbweaver spider,NA,Tetragnatha,Data deficient,Data deficient,NA,NA,19949,23,29358,Tetragnatha,Tetragnathidae,Araneae,Arachnida,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,NA,Endemic,NA,NA,TRUE,FALSE,Spiders 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Spiders 2010: (Sirvid et al. 2012),Long-jawed orbweaver spider,NA,Tetragnatha,Data deficient,Data deficient,NA,NA,19948,23,29359,Tetragnatha,Tetragnathidae,Araneae,Arachnida,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,NA,Exotic,NA,NA,TRUE,FALSE,Spiders 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Vascular plants 2017 (de Lange et al. 2018),Native spinach,Kokihi,Tetragonia,Not threatened,Not threatened,No change,No change,32532,38,13310,Tetragonia,Aizoaceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,NATURAL,MATIND=20000-100000,High,STABLE +/-10%,NA,High,SO,Non-endemic,NA,NA,TRUE,FALSE,Vascular plants 2017,Vascular plants,Land,Vascular plants (2017),TRUE,Stable
Vascular plants 2017 (de Lange et al. 2018),New Zealand spinach,Kokihi,Tetragonia,At risk of becoming threatened,Naturally uncommon,No change,No change,33949,38,3686,Tetragonia,Aizoaceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,NATURAL,AREA<=10000,High,STABLE +/-10%,NA,High,"EF, RR, SO, Sp",Non-endemic,NA,NA,TRUE,FALSE,Vascular plants 2017,Vascular plants,Land,Vascular plants (2017),TRUE,Stable
Lichens 2018 (de Lange et al. 2018),Lichen,NA,Tetramelas,Data deficient,Data deficient,New listing,New listing,101453,55,40126,Tetramelas,Caliciaceae,Lecanorales,Lecanoromycetes,Ascomycota,Fungi,NA,NA,NA,NA,NA,NA,NA,Non-endemic,NA,NA,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Not available
Lichens 2018 (de Lange et al. 2018),Lichen,NA,Tetramelas,Not threatened,Not threatened,No change,No change,62506,55,8673,Tetramelas,Caliciaceae,Lecanorales,Lecanoromycetes,Ascomycota,Fungi,NA,NA,NA,NA,NA,NA,NA,Endemicity not specified,NA,NA,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Not available
Lichens 2018 (de Lange et al. 2018),NA,NA,Tetramelas,At risk of becoming threatened,Naturally uncommon,No change,No change,62151,55,31537,Tetramelas,Caliciaceae,Lecanorales,Lecanoromycetes,Ascomycota,Fungi,NATURAL,AREA<=100,Low,STABLE +/-10%,NA,Medium,"DP, RR, SO, Sp",Endemicity not specified,NA,DP,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Stable
Lichens 2018 (de Lange et al. 2018),Lichen,NA,Tetramelas,Data deficient,Data deficient,New listing,New listing,101493,55,40163,Tetramelas,Caliciaceae,Lecanorales,Lecanoromycetes,Ascomycota,Fungi,NA,NA,NA,NA,NA,NA,NA,Endemicity not specified,NA,NA,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Not available
Lichens 2018 (de Lange et al. 2018),Lichen,NA,Tetramelas,Data deficient,Data deficient,New listing,New listing,121378,55,43428,Tetramelas,Caliciaceae,Lecanorales,Lecanoromycetes,Ascomycota,Fungi,NA,NA,NA,NA,NA,NA,OL,Endemic,NA,NA,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Not available
Nematodes 2010: (Yeates et al. 2012),Nematode,NA,Tetrameres,Data deficient,Data deficient,NA,NA,21217,26,13009,Tetrameres,Habronematidae,Spirurida,Secernentea,Nematoda,Animalia,NA,NA,NA,NA,NA,NA,NA,Endemic,NA,NA,TRUE,FALSE,Nematodes 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Vascular plants 2017 (de Lange et al. 2018),Tetraria,NA,Tetraria,Not threatened,Not threatened,No change,No change,33843,38,5335,Tetraria,Cyperaceae,Poales,Magnoliopsida,Tracheophyta,Plantae,NATURAL,MATIND>100000,High,STABLE +/-10%,NA,High,SO,Non-endemic,NA,NA,TRUE,FALSE,Vascular plants 2017,Vascular plants,Land,Vascular plants (2017),TRUE,Stable
Mosses 2014 (Rolfe et al. 2016),NA,NA,Tetrodontium,At risk of becoming threatened,Naturally uncommon,No change,No change,38417,40,10176,Tetrodontium,Tetraphidaceae,Tetraphidales,Tetraphidopsida,Bryophyta,Plantae,NATURAL,AREA<=10000,Medium,STABLE +/-10%,NA,Medium,"RR, S?O",Non-endemic,NA,NA,TRUE,FALSE,Mosses 2014,Mosses,Land,Mosses (2014),FALSE,Stable
"Chondrichthyans (chimaeras, sharks, rays) 2016",Electric ray,Whai repo,Tetronarce,Data deficient,Data deficient,Neutral,Reinterpretation of data,31916,35,29400,Tetronarce,Torpedinidae,Torpediniformes,Elasmobranchii,Chordata,Animalia,NA,NA,NA,NA,NA,NA,NA,Endemic,NA,NA,TRUE,FALSE,Chondrichthyans 2016,"Sharks, rays, and chimaeras",Marine,"Sharks, rays, and chimaeras (2016)",TRUE,Not available
Vascular plants 2017 (de Lange et al. 2018),Native verbena,NA,Teucrium,At risk of becoming threatened,Declining,No change,No change,32449,38,7396,Teucrium,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,Plantae,UNNATURAL,MATIND=5000-20000,Medium,DEC 10-30%,NA,Medium,Sp,Endemic,NA,NA,TRUE,FALSE,Vascular plants 2017,Vascular plants,Land,Vascular plants (2017),TRUE,Decreasing
Birds 2016 (Robertson et al. 2017),Northern Buller's albatross,Toroa,Thalassarche,At risk of becoming threatened,Naturally uncommon,No change,No change,31851,37,33157,Thalassarche,Diomedeidae,Procellariiformes,Aves,Chordata,Animalia,NATURAL,AREA<=10000,High,STABLE +/-10%,NA,High,RR,Endemic,NA,NA,TRUE,FALSE,Birds 2016,Seabirds,Marine,Seabirds (2016),TRUE,Stable
Birds 2016 (Robertson et al. 2017),Grey-headed albatross,NA,Thalassarche,Threatened,Nationally vulnerable,No change,No change,31410,37,10890,Thalassarche,Diomedeidae,Procellariiformes,Aves,Chordata,Animalia,UNNATURAL,AREA<=100,High,STABLE +/-10%,NA,Medium,"OL, TO",Non-endemic,NA,NA,TRUE,FALSE,Birds 2016,Seabirds,Marine,Seabirds (2016),TRUE,Stable
Birds 2016 (Robertson et al. 2017),Chatham Island albatross,Toroa,Thalassarche,At risk of becoming threatened,Naturally uncommon,No change,No change,31415,37,10895,Thalassarche,Diomedeidae,Procellariiformes,Aves,Chordata,Animalia,NATURAL,AREA<=10000,High,STABLE +/-10%,NA,High,"IE, OL",Endemic,NA,NA,TRUE,FALSE,Birds 2016,Seabirds,Marine,Seabirds (2016),TRUE,Stable
Birds 2016 (Robertson et al. 2017),Campbell Island mollymawk,NA,Thalassarche,Threatened,Nationally vulnerable,Worse,Actual decline,31409,37,10889,Thalassarche,Diomedeidae,Procellariiformes,Aves,Chordata,Animalia,UNNATURAL,AREA<=100,High,DEC 30-50%,NA,High,"IE, OL",Endemic,NA,NA,TRUE,FALSE,Birds 2016,Seabirds,Marine,Seabirds (2016),TRUE,Decreasing
Birds 2016 (Robertson et al. 2017),Salvin's albatross,Toroa,Thalassarche,Threatened,Nationally critical,No change,No change,31414,37,10894,Thalassarche,Diomedeidae,Procellariiformes,Aves,Chordata,Animalia,UNNATURAL,MATIND=20000-100000,Medium,DEC >70%,NA,Medium,"DP, RR",Endemic,NA,DP,TRUE,FALSE,Birds 2016,Seabirds,Marine,Seabirds (2016),TRUE,Decreasing
Land Snails 2010: (Mahlfeld et al. 2012),Land snail,NA,Thalassohelix,At risk of becoming threatened,Naturally uncommon,NA,NA,16958,19,29927,Thalassohelix,Charopidae,Stylommatophora,Gastropoda,Mollusca,Animalia,NA,NA,NA,NA,NA,NA,"IE, RR",Endemic,NA,NA,TRUE,FALSE,Land Snails 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Land Snails 2010: (Mahlfeld et al. 2012),Land snail,NA,Thalassohelix,At risk of becoming threatened,Naturally uncommon,NA,NA,16673,19,13010,Thalassohelix,Charopidae,Stylommatophora,Gastropoda,Mollusca,Animalia,NA,NA,NA,NA,NA,NA,"IE, RR",Endemic,NA,NA,TRUE,FALSE,Land Snails 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Land Snails 2010: (Mahlfeld et al. 2012),Land snail,NA,Thalassohelix,At risk of becoming threatened,Naturally uncommon,NA,NA,16959,19,29928,Thalassohelix,Charopidae,Stylommatophora,Gastropoda,Mollusca,Animalia,NA,NA,NA,NA,NA,NA,Sp,Endemic,NA,NA,TRUE,FALSE,Land Snails 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Nematodes 2010: (Yeates et al. 2012),NA,NA,Thalassolaimus,Not threatened,Not threatened,NA,NA,21272,26,32944,Thalassolaimus,Oxystominidae,Enoplida,Enoplea,Nematoda,Animalia,NA,NA,NA,NA,NA,NA,DP,Endemicity not specified,NA,DP,TRUE,FALSE,Nematodes 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Lichens 2018 (de Lange et al. 2018),Lichen,NA,Thalloloma,Not threatened,Not threatened,No change,No change,62692,55,9604,Thalloloma,Graphidaceae,Ostropales,Lecanoromycetes,Ascomycota,Fungi,NA,NA,NA,NA,NA,NA,SO,Non-endemic,NA,NA,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Not available
Lepidoptera 2015 (Hoare et al. 2017),Moth,NA,Thambotricha,At risk of becoming threatened,Naturally uncommon,No change,No change,40944,48,13011,Thambotricha,Epermeniidae,Lepidoptera,Insecta,Arthropoda,Animalia,NATURAL,AREA<=10000,High,STABLE +/-10%,10,High,Sp,Endemic,NA,NA,TRUE,FALSE,Lepidoptera 2015,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Stable
Mosses 2014 (Rolfe et al. 2016),NA,NA,Thamnobryum,Not threatened,Not threatened,No change,No change,38377,40,10178,Thamnobryum,Neckeraceae,Hypnales,Bryopsida,Bryophyta,Plantae,NATURAL,MATIND=20000-100000,NA,STABLE +/-10%,NA,NA,Sp,Non-endemic,NA,NA,TRUE,FALSE,Mosses 2014,Mosses,Land,Mosses (2014),FALSE,Stable
Lichens 2018 (de Lange et al. 2018),Lichenicolous fungus,NA,Thamnogalla,Data deficient,Data deficient,No change,No change,62209,55,8599,Thamnogalla,Cordieritidaceae,Helotiales,Leotiomycetes,Ascomycota,Fungi,NA,NA,NA,NA,NA,NA,SO,Unknown,NA,NA,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Not available
Nematodes 2010: (Yeates et al. 2012),NA,NA,Thaumamermis,Not threatened,Not threatened,NA,NA,21271,26,32945,Thaumamermis,Mermithidae,Mermithida,Enoplea,Nematoda,Animalia,NA,NA,NA,NA,NA,NA,NA,Endemicity not specified,NA,NA,TRUE,FALSE,Nematodes 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Lepidoptera 2015 (Hoare et al. 2017),Moth,NA,Thectophila,Data deficient,Data deficient,No change,No change,40945,48,13012,Thectophila,Elachistidae,Lepidoptera,Insecta,Arthropoda,Animalia,NA,NA,NA,NA,10,NA,NA,Endemic,NA,NA,TRUE,FALSE,Lepidoptera 2015,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Nematodes 2010: (Yeates et al. 2012),Nematode,NA,Thelastoma,Data deficient,Data deficient,NA,NA,21315,26,13013,Thelastoma,Thelastomatidae,Oxyurida,Secernentea,Nematoda,Animalia,NA,NA,NA,NA,NA,NA,OL,Endemic,NA,NA,TRUE,FALSE,Nematodes 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Nematodes 2010: (Yeates et al. 2012),NA,NA,Thelastoma,Not threatened,Not threatened,NA,NA,21270,26,32946,Thelastoma,Thelastomatidae,Oxyurida,Secernentea,Nematoda,Animalia,NA,NA,NA,NA,NA,NA,NA,Endemicity not specified,NA,NA,TRUE,FALSE,Nematodes 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Nematodes 2010: (Yeates et al. 2012),NA,NA,Thelastoma,Not threatened,Not threatened,NA,NA,21269,26,32947,Thelastoma,Thelastomatidae,Oxyurida,Secernentea,Nematoda,Animalia,NA,NA,NA,NA,NA,NA,NA,Endemicity not specified,NA,NA,TRUE,FALSE,Nematodes 2010,Terrestrial invertebrates,Land,Terrestrial invertebrates (2010-18),FALSE,Not available
Lichens 2018 (de Lange et al. 2018),Lichen,NA,Thelenella,Data deficient,Data deficient,No change,No change,61583,55,9040,Thelenella,Thelenellaceae,Lecanoromycetes incertae sedis,Lecanoromycetes,Ascomycota,Fungi,NA,NA,NA,NA,NA,NA,"OL, SO",Non-endemic,NA,NA,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Not available
Lichens 2018 (de Lange et al. 2018),Lichen,NA,Thelidium,Not threatened,Not threatened,No change,No change,61584,55,8427,Thelidium,Verrucariaceae,Verrucariales,Ascomycetes,Ascomycota,Fungi,NA,NA,NA,NA,NA,NA,NA,Endemic,NA,NA,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Not available
Lichens 2018 (de Lange et al. 2018),Lichen,NA,Thelidium,Data deficient,Data deficient,No change,No change,61509,55,9075,Thelidium,Verrucariaceae,Verrucariales,Ascomycetes,Ascomycota,Fungi,NA,NA,NA,NA,NA,NA,OL,Endemic,NA,NA,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Not available
Lichens 2018 (de Lange et al. 2018),Lichen,NA,Thelidium,Data deficient,Data deficient,No change,No change,62977,55,9167,Thelidium,Verrucariaceae,Verrucariales,Ascomycetes,Ascomycota,Fungi,NA,NA,NA,NA,NA,NA,NA,Endemic,NA,NA,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Not available
Lichens 2018 (de Lange et al. 2018),Lichen,NA,Thelidium,Data deficient,Data deficient,No change,No change,62822,55,9241,Thelidium,Verrucariaceae,Verrucariales,Ascomycetes,Ascomycota,Fungi,NA,NA,NA,NA,NA,NA,SO,Non-endemic,NA,NA,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Not available
Lichens 2018 (de Lange et al. 2018),Lichen,NA,Thelidium,Data deficient,Data deficient,No change,No change,62153,55,31538,Thelidium,Verrucariaceae,Verrucariales,Ascomycetes,Ascomycota,Fungi,NA,NA,NA,NA,NA,NA,SO,Non-endemic,NA,NA,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Not available
Lichens 2018 (de Lange et al. 2018),Lichen,NA,Thelomma,Data deficient,Data deficient,No change,No change,62781,55,9213,Thelomma,Caliciaceae,Lecanorales,Lecanoromycetes,Ascomycota,Fungi,NA,NA,NA,NA,NA,NA,SO,Non-endemic,NA,NA,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Not available
Lichens 2018 (de Lange et al. 2018),Lichen,NA,Thelotrema,At risk of becoming threatened,Naturally uncommon,Neutral,More knowledge,62050,55,8511,Thelotrema,Graphidaceae,Ostropales,Lecanoromycetes,Ascomycota,Fungi,NATURAL,AREA<=1000,Low,STABLE +/-10%,NA,Medium,"DP, Sp",Unknown,NA,DP,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Stable
Lichens 2018 (de Lange et al. 2018),Lichen,NA,Thelotrema,Data deficient,Data deficient,No change,No change,62808,55,8739,Thelotrema,Graphidaceae,Ostropales,Lecanoromycetes,Ascomycota,Fungi,NA,NA,NA,NA,NA,NA,OL,Unknown,NA,NA,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Not available
Lichens 2018 (de Lange et al. 2018),Lichen,NA,Thelotrema,Data deficient,Data deficient,No change,No change,61646,55,8872,Thelotrema,Graphidaceae,Ostropales,Lecanoromycetes,Ascomycota,Fungi,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Not available
Lichens 2018 (de Lange et al. 2018),Lichen,NA,Thelotrema,Not threatened,Not threatened,No change,No change,62219,55,8989,Thelotrema,Graphidaceae,Ostropales,Lecanoromycetes,Ascomycota,Fungi,NA,NA,NA,NA,NA,NA,SO,Unknown,NA,NA,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Not available
Lichens 2018 (de Lange et al. 2018),Lichen,NA,Thelotrema,Data deficient,Data deficient,No change,No change,63269,55,9122,Thelotrema,Graphidaceae,Ostropales,Lecanoromycetes,Ascomycota,Fungi,NA,NA,NA,NA,NA,NA,SO,Endemicity not specified,NA,NA,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Not available
Lichens 2018 (de Lange et al. 2018),Lichen,NA,Thelotrema,At risk of becoming threatened,Naturally uncommon,Neutral,More knowledge,62668,55,9202,Thelotrema,Graphidaceae,Ostropales,Lecanoromycetes,Ascomycota,Fungi,NATURAL,AREA<=10000,Low,STABLE +/-10%,NA,Medium,"DP, SO",Unknown,NA,DP,TRUE,FALSE,Lichens 2018,Lichens,Land,Lichens (2018),TRUE,Stable
